EDP Range,SLF Case 1,SLF Case 2,SLF Case 3,SLF Case 4,SLF Case 5,SLF Case 6,SLF Case 7,SLF Case 8,SLF Case 9
0.079,789090.0297556326,849845.3678275594,934402.1664047727,1004136.2225899299,1065087.273750154,1150242.2516199443,1202149.3471920423,1263577.5014297767,1348309.785133447
0.08,790309.8066404929,851422.9373484266,936420.8920542434,1005824.0363373288,1067070.8380364461,1152596.6153242062,1204224.5912214122,1265898.4926644303,1351008.6936289445
0.081,791400.0582910796,852856.2541425189,938282.5318533706,1007359.0137021649,1068891.1962236194,1154777.3677821006,1206125.7128870676,1268037.0757694899,1353514.7202192657
0.082,792372.3298429966,854156.2796697627,939997.1897357799,1008752.8042902643,1070559.6152842718,1156795.2485757319,1207865.0633129482,1270005.364213611,1355839.517125875
0.083,793237.4208124819,855333.3933740222,941574.5273578815,1010016.4128261353,1072086.8052132828,1158660.5247871322,1209454.3514958145,1271814.8846150124,1357994.2252550856
0.084,794005.3977984897,856397.3957017113,943023.7630627089,1011160.2082735064,1073482.924138863,1160382.9938638902,1210904.653679353,1273476.5839420476,1359989.4791376847
0.085,794685.6119588268,857357.5147708826,944353.6733249703,1012193.9361500092,1074757.5860563882,1161971.9884740952,1212226.4254140172,1275000.8390298155,1361835.4136990418
0.08600000000000001,795286.7205474193,858222.4162640276,945572.5964351547,1013126.7336095225,1075919.870874831,1163436.3831366056,1213429.5159506924,1276397.4681286528,1363541.6726525666
0.08700000000000001,795816.7118293375,859000.2161300291,946688.4381867388,1013967.1468846422,1076978.3364782243,1164784.6024213787,1214523.184633414,1277675.7442138856,1365117.4183191895
0.088,796282.9327261435,859698.4956962967,947708.6793381615,1014723.1507029852,1077941.0325185794,1166024.6305239776,1215516.118974771,1278844.40980058,1366571.3426857532
0.089,796692.11858515,860324.318810534,948640.3846300587,1015402.1693140826,1078815.5156718062,1167164.022028303,1216416.4541169917,1279911.69302203,1367911.6795257053
0.09,797050.4245110829,860884.2506523153,949490.2131480752,1016011.0987879897,1079608.8661041576,1168209.9136819253,1217231.7934017205,1280885.3247461226,1369146.217416155
0.091,797363.4577462404,861384.3778771773,950264.4298322127,1016556.3302720431,1080327.7049133044,1169169.0370189985,1217969.2297919055,1281772.5565193836,1370282.3134961259
0.092,797636.3106344811,861830.3297797934,950968.9179449403,1017043.7739179825,1080978.2123250945,1170047.7316765033,1218635.3679097558,1282580.1791442297,1371326.9078215824
0.093,797873.5937542565,862227.3001875393,951609.1923220195,1017478.8832176182,1081566.1464441898,1170851.9592603948,1219236.3464751954,1283314.5417106096,1372286.538183478
0.094,798079.4688555553,862580.0698209854,952190.4132420387,1017866.6795110016,1082096.8623738775,1171587.3176290216,1219777.8609494197,1283981.5709186767,1373167.355265566
0.095,798257.68128428,862893.0288831728,952717.4007628253,1018211.7764563883,1082575.331537263,1172259.0554718554,1220265.186207907,1284586.7905442566,1373975.138029012
0.096,798411.5916245712,863170.1996646426,953194.6493851347,1018518.404275911,1083006.1610486475,1172872.0870720397,1220703.1990863534,1285135.3409135856,1374715.309220835
0.097,798544.2063343776,863415.2589757749,953626.3429161278,1018790.4336145957,1083393.6130000001,1173431.0071514866,1221096.4006614261,1285631.998267995,1375392.950912893
0.098,798658.2071917197,863631.5602418237,954016.3694170777,1019031.398872997,1083741.6235429817,1173940.1057071467,1221448.938145804,1286081.1939128342,1376012.8199874426
0.099,798755.9794082551,863822.1551188888,954368.3361313856,1019244.5208951412,1084053.8216618516,1174403.3827566078,1221764.6262936392,1286487.033057909,1376579.3634942314
0.1,798839.6383026998,863989.8145107741,954685.5843002453,1019432.7289135582,1084333.5475467327,1174824.5629203161,1222046.9682282782,1286853.3132690035,1377096.7338125694
0.101,798911.0544592404,864137.0488871041,954971.2037841422,1019598.6816718681,1084583.8704900416,1175207.1097764005,1222299.1756187496,1287183.542461638,1377568.803559899
0.10200000000000001,798971.8773252189,864266.1278221176,955228.0474186984,1019744.787662622,1084807.6062414092,1175554.2399323236,1222524.1881451567,1287480.9563790553,1377999.180195987
0.10300000000000001,799023.5572280836,864379.098691141,955458.7450432023,1019873.2244338583,1085007.3337680444,1175868.9367653413,1222724.6922056794,1287748.535506508,1378391.2202790014
0.10400000000000001,799067.3658139496,864477.8044778372,955665.7171493865,1019985.9569321086,1085185.4113782581,1176153.9637910258,1222903.1388293924,1287989.021383254,1378748.0433364261
0.105,799104.4149292071,864563.90065991,955851.1881066822,1020084.7548624151,1085343.992175735,1176411.8776258845,1223061.7607695642,1288204.9322822352,1379072.5453199695
0.106,799135.6739826214,864638.8711540237,956017.1989282112,1020171.2090573038,1085485.038821141,1176645.0405163977,1223202.588761522,1288398.5782352507,1379367.4116193787
0.107,799161.9858384762,864704.0433122994,956165.6195492179,1020246.7468566836,1085610.3375857805,1176855.6324125847,1223327.4669375983,1288572.0753885305,1379635.1296153713
0.108,799184.0813017288,864760.601972933,956298.1605964513,1020312.6465093306,1085721.511689314,1177045.6625695261,1223438.067399138,1288727.3596800275,1379878.0007567485
0.109,799202.5922641208,864809.6025762801,956416.3846332321,1020370.0506140719,1085820.033920031,1177216.9806651094,1223535.9039520961,1288866.1998354485,1380098.1521511723
0.11,799218.0635859485,864851.9833652592,956521.7168705442,1020419.9786250602,1085907.2385418771,1177371.2874266463,1223622.3450184364,1288990.2096851282,1380297.5476631084
0.111,799230.9637920001,864888.576695217,956615.4553395397,1020463.3384507234,1085984.3324973965,1177510.1447629514,1223698.6257404024,1289100.8598082953,1380477.9985160313
0.112,799241.694662244,864920.1194835405,956698.7805253281,1020500.9371801529,1086052.4059200427,1177634.985401996,1223765.8592988355,1289199.488515156,1380641.1733992216
0.113,799250.5997984617,864947.2628334198,956772.7644658694,1020533.4909739696,1086112.4419729137,1177747.122037361,1223825.047470115,1289287.312180538,1380788.6080823531
0.114,799257.9722473536,864970.5808693094,956838.379323237,1020561.6341591424,1086165.3260340008,1177847.7559894545,1223877.0904490233,1289365.4349456558,1380921.714543577
0.115,799264.0612589582,864990.5788239373,956896.5054374913,1020585.9275689239,1086211.8542504967,1177937.9853898375,1223922.7959670166,1289434.857806907,1381041.7896190246
0.116,799269.0782566806,865007.7004182435,956947.9388759182,1020606.8661701061,1086252.7414866553,1178018.8128990345,1223962.8877369652,1289496.4871125033,1381150.0231835376
0.117,799273.2020920226,865022.3345764697,956993.3984924994,1020624.8860202442,1086288.628691192,1178091.1529699457,1223998.013256583,1289551.1424892659,1381247.5058740582
0.11800000000000001,799276.5836534019,865034.8215188948,957033.5325142066,1020640.3705974476,1086320.0897112652,1178155.8386704123,1224028.751003445,1289599.5642230508,1381335.2363684592
0.11900000000000001,799279.34989439,865045.4582744547,957068.9246720765,1020653.6565448524,1086347.6375807845,1178213.6280796514,1224055.617054822,1289642.4201171035,1381414.128233729
0.12,799281.6073424054,865054.5036548083,957100.099896079,1020665.0388710406,1086371.7303111488,1178265.2102742186,1224079.0711655337,1289680.3118531613,1381485.0163582966
0.121,799283.4451444935,865062.1827303721,957127.5295935516,1020674.7756465208,1086392.776212573,1178311.2109198517,1224099.5223367226,1289713.780880404,1381548.6629840042
0.122,799284.9377023854,865068.6908475162,957151.6365314695,1020683.0922349929,1086411.1387739957,1178352.1974860579,1224117.3339079013,1289743.313857379,1381605.7633537238
0.123,799286.146944644,865074.1972245483,957172.7993430913,1020690.1850965336,1086427.1411291368,1178388.6841006286,1224132.828203859,1289769.3476718883,1381656.9509909824
0.124,799287.1242794262,865078.8481623769,957191.3566795873,1020696.2251981056,1086441.0701357007,1178421.136061434,1224146.2907670871,1289792.2740634673,1381702.8026281418
0.125,799287.9122672827,865082.769903868,957207.6110271367,1020701.3610649643,1086453.1800939653,1178449.974022861,1224157.9742053123,1289812.4438726285,1381743.842799767
0.126,799288.5460494942,865086.0711739653,957221.8322097188,1020705.7215046298,1086463.696130139,1178475.5778741625,1224168.1016825489,1289830.1709404227,1381780.54811775
0.127,799289.0545637563,865088.8454306355,957234.2605974192,1020709.4180331604,1086472.8172688943,1178498.290326764,1224176.8700808142,1289845.7356811685,1381813.351244625
0.128,799289.4615755767,865091.1728546844,957245.1100395638,1020712.547031522,1086480.7192184448,1178518.4202272734,1224184.4528583377,1289859.3883504139,1381842.6445812585
0.129,799289.7865505512,865093.1221044897,957254.5705413937,1020715.1916579198,1086487.5568904309,1178536.2456125445,1224191.0026287346,1289871.352029331,1381868.7836847932
0.13,799290.0453897499,865094.7518597216,957262.8107023216,1020717.423540075,1086493.4666757435,1178552.016522701,1224196.653484238,1289881.8253458443,1381892.0904323398
0.131,799290.2510477595,865096.1121762143,957269.9799330748,1020719.3042695883,1086498.5684962561,1178565.9575875103,1224201.5230847085,1289890.9849518563,1381912.8559454891
0.132,799290.4140504922,865097.2456723022,957276.210468266,1020720.8867187643,1086502.9676512734,1178578.270400957,1224205.714532767,1289898.9877749637,1381931.343290221
0.133,799290.5429276765,865098.188565171,957281.6191901214,1020722.2161985748,1086506.7564763392,1178589.135698264,1224209.3180540605,1289905.9730620966,1381947.7899663001
0.134,799290.6445729792,865098.9715741026,957286.3092782827,1020723.3314748261,1086510.0158309129,1178598.7153490235,1224212.4125003528,1289912.0642315298,1381962.410199691
0.135,799290.7245429492,865099.6207059118,957290.371699765,1020724.2656580709,1086512.8164302944,1178607.1541794492,1224215.066691861,1289917.3705487568,1381975.3970509723
0.136,799290.7873044219,865100.157936389,957293.8865523313,1020725.0469813728,1086515.220036099,1178614.5816361445,1224217.3406140397,1289921.9886407645,1381986.924352162
0.137,799290.8364386476,865100.6018001925,957296.9242737187,1020725.699478688,1086517.280518529,1178621.1133031307,1224219.286482834,1289926.0038623132,1381997.1484837793
0.138,799290.8748092075,865100.9679003465,957299.54672835,1020726.2435753846,1086519.0448026883,1178626.8522832515,1224220.9496913168,1289929.4915269297,1382006.2100033925
0.139,799290.9046997237,865101.2693473271,957301.8081823789,1020726.6966012617,1086520.5537102139,1178631.8904544255,1224222.3696495523,1289932.5180144391,1382014.235136317
0.14,799290.9279264602,865101.5171366325,957303.7561771543,1020727.0732353609,1086521.8427065997,1178636.3096106206,1224223.5805285394,1289935.1417660278,1382021.3371385594
0.14100000000000001,799290.9459301155,865101.7204727444,957305.43231046,1020727.3858908883,1086522.9425637089,1178640.1824967917,1224224.611918143,1289937.414177019,1382027.6175415295
0.14200000000000002,799290.9598504336,865101.887046489,957306.872934177,1020727.6450476628,1086523.8799461692,1178643.5737464617,1224225.4894080395,1289939.3803967806,1382033.1672874982
0.14300000000000002,799290.9705866644,865102.0232719849,957308.1097763515,1020727.8595386907,1086524.6779295749,1178646.5407300324,1224226.2350998868,1289941.0800444488,1382038.0677642366
0.14400000000000002,799290.9788464154,865102.1344886303,957309.1704950113,1020728.0367967249,1086525.3564577105,1178649.1343213802,1224226.8680581558,1289942.547848468,1382042.391746744
0.145,799290.9851850071,865102.2251329224,957310.079170471,1020728.183065989,1086525.9327453445,1178651.3995897595,1224227.4047063654,1289943.8142172925,1382046.2042534784
0.146,799290.9900370823,865102.2988842997,957310.8567423037,1020728.3035836485,1086526.4216325225,1178653.3764235291,1224227.8591747934,1289944.9057479864,1382049.5633240058
0.147,799290.9937419228,865102.3587886735,957311.5213966145,1020728.4027350533,1086526.8358957295,1178655.1000917472,1224228.2436051494,1289945.845678886,1382052.5207245299
0.148,799290.9965636618,865102.4073628424,957312.0889087666,1020728.4841862988,1086527.186520748,1178656.6017492204,1224228.5684171312,1289946.65429195,1382055.1225873088
0.149,799290.9987073815,865102.4466825598,957312.5729462353,1020728.5509972045,1086527.482941572,1178657.908890163,1224228.842541283,1289947.3492699296,1382057.40998955
0.15,799291.0003318863,865102.4784566609,957312.9853358386,1020728.6057174272,1086527.7332492848,1178659.0457552194,1224229.0736221184,1289947.9460130262,1382059.4194769638
0.151,799291.0015598185,865102.5040893253,957313.3362991955,1020728.6504680731,1086527.9443743997,1178660.033696219,1224229.2681950373,1289948.457919273,1382061.1835367812
0.152,799291.0024856374,865102.5247322645,957313.6346598873,1020728.6870108712,1086528.122245807,1178660.8915026777,1224229.4318401942,1289948.8966324811,1382062.7310246779
0.153,799291.0031819025,865102.541328375,957313.8880254676,1020728.7168066963,1086528.271929118,1178661.635693721,1224229.5693161264,1289949.2722612347,1382064.087549703
0.154,799291.0037042003,865102.5546481787,957314.1029471431,1020728.7410649887,1086528.3977469031,1178662.2807787983,1224229.6846756341,1289949.593572063,1382065.275820999
0.155,799291.0040950006,865102.5653201769,957314.2850596679,1020728.7607854154,1086528.5033830407,1178662.8394902595,1224229.7813661243,1289949.8681596348,1382066.3159597928
0.156,799291.0043866652,865102.5738560859,957314.4392037332,1020728.7767929236,1086528.5919731467,1178663.322990601,1224229.862316378,1289950.1025965165,1382067.22577986
0.157,799291.004603786,865102.5806717728,957314.569532892,1020728.7897671827,1086528.6661828267,1178663.741056934,1224229.93001147,1289950.3025647893,1382068.0210393998
0.158,799291.004765002,865102.5861045889,957314.6796068426,1020728.8002672689,1086528.7282752942,1178664.1022449955,1224229.9865573666,1289950.4729715826,1382068.7156670154
0.159,799291.0048844012,865102.590427692,957314.7724727008,1020728.8087523245,1086528.7801697177,1178664.4140348174,1224230.0337365447,1289950.6180503657,1382069.3219642693
0.16,799291.0049726033,865102.5938618564,957314.8507357098,1020728.8155988164,1086528.8234914942,1178664.6829599557,1224230.0730558126,1289950.7414496476,1382069.8507870606
0.161,799291.0050375921,865102.596585192,957314.9166206745,1020728.8211149292,1086528.859615508,1178664.9147220177,1224230.10578737,1289950.8463105569,1382070.3117078934
0.162,799291.0050853541,865102.5987411265,957314.9720252685,1020728.8255525465,1086528.8897032978,1178665.1142920484,1224230.1330040095,1289950.9353346154,1382070.7131609032
0.163,799291.005120365,865102.6004449471,957315.0185662225,1020728.8291172083,1086528.914734949,1178665.286000187,1224230.1556092605,1289951.0108428753,1382071.0625713582
0.164,799291.0051459628,865102.6017891534,957315.0576192932,1020728.8319763688,1086528.9355364162,1178665.4336148694,1224230.1743631589,1289951.0748274596,1382071.3664711856
0.165,799291.0051646299,865102.6028478252,957315.0903538041,1020728.8342662373,1086528.952802908,1178665.5604127187,1224230.1899042516,1289951.1289964276,1382071.6306019386
0.166,799291.0051782076,865102.6036801822,957315.117762453,1020728.8360974318,1086528.9671188595,1178665.6692401567,1224230.2027683607,1289951.1748127893,1382071.860006483
0.167,799291.0051880581,865102.6043334795,957315.140687005,1020728.8375596433,1086528.9789749822,1178665.7625676563,1224230.2134045593,1289951.2135283859,1382072.059110563
0.168,799291.0051951857,865102.6048453551,957315.1598404051,1020728.8387254805,1086528.9887827875,1178665.8425374697,1224230.222188756,1289951.2462132834,1382072.2317953021
0.169,799291.0052003298,865102.605245733,957315.1758257875,1020728.8396536291,1086528.996886948,1178665.9110055699,1224230.229435234,1289951.2737812416,1382072.3814615835
0.17,799291.0052040326,865102.6055583607,957315.1891527951,1020728.8403914468,1086529.0035757998,1178665.969578469,1224230.2354064332,1289951.2970117573,1382072.5110871713
0.171,799291.0052066912,865102.60580205,957315.2002515704,1020728.8409770895,1086529.0090902578,1178666.019645509,1224230.2403212371,1289951.3165691232,1382072.6232773426
