EDP Range,SLF Case 1,SLF Case 2,SLF Case 3,SLF Case 4,SLF Case 5,SLF Case 6,SLF Case 7,SLF Case 8,SLF Case 9,SLF Case 10,SLF Case 11,SLF Case 12,SLF Case 13,SLF Case 14,SLF Case 15
341.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
341.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
342.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
343.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
344.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
345.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
346.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.7,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.75,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.8,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.85,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.9,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
347.95,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.05,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.1,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.15,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.2,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.25,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.3,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.35,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.4,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.45,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.5,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.55,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.6,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
348.65,2108.878936,85254.16988,161802.1426,201002.2464,414488.6633,757634.4113,352065.7714,757625.5507,1101624.384,509052.9263,1001051.258,1670973.054,686934.151,1272164.129,2291722.28
