EDP Range,SLF Case 1,SLF Case 2,SLF Case 3,SLF Case 4,SLF Case 5,SLF Case 6,SLF Case 7,SLF Case 8,SLF Case 9
0.041,254672.40864890613,254999.77083344012,255031.28954987577,255196.61581225388,254966.8959911574,254801.5932481939,255576.0584281195,254820.83529345936,255094.89957955293
0.042,266563.4495969809,266913.6245724556,266935.17879947106,267096.94561872585,266870.9998389502,266708.228157366,267498.33756928315,266730.6642638395,267003.97954396653
0.043000000000000003,278649.63040902873,279023.1954463237,279034.1598974382,279191.81424780795,278970.34591508866,278810.5966076609,279615.5697090476,278836.3650458801,279108.30679113476
0.044,290923.79312717594,291321.29649343446,291321.05855294544,291474.0518423821,291257.75973470096,291101.5204663711,291920.55678751506,291130.75549682725,291400.7005287582
0.045,303378.6823519159,303800.6421626806,303788.60327646125,303936.39262214507,303725.9692607844,303573.7228886351,304406.0040489725,303606.55446501065,303873.88245087443
0.046,316006.9537732808,316453.85692193196,316429.43393182254,316571.48339584185,316367.613465537,316219.8369146135,317064.52862089436,316256.39040116867,316520.4853086649
0.047,328801.18271648645,329273.4838818212,329236.11030229577,329371.8920861984,329175.250906057,329032.4140822315,329888.6681060662,329072.809985608,329333.0614955032
0.048,341753.8726923586,342251.9934250276,342201.1206608776,342330.1162578357,342141.3683046507,342003.9330456978,342870.8891780111,342048.28676138475,342304.0916364616
0.049,354857.46394252556,355381.79183093016,355316.8903347876,355438.59163816436,355258.38912369404,355126.8081896992,356003.5961696028,355175.22976339445,355425.993172204
0.05,368104.3419691278,368655.2298852508,368575.790253852,368689.70062100986,368518.6821247314,368393.3982289125,369279.1396445113,368445.9921329797,368691.12892693054
0.051000000000000004,381486.8460386148,382064.6114641244,381970.14547230944,382075.78074256243,381914.5699013325,381796.0147822892,382689.8249409521,381852.8797075013,382091.81564987666
0.052000000000000005,394997.27764906466,395602.2020818909,395492.24365343794,395589.133119123,395438.33737508795,395326.9309114368,396227.9206770932,395388.15957415564,395620.3325197281
0.053,408627.9089503972,409260.23739184346,409134.3435063389,409222.03083605185,409082.2402440605,408978.3896123403,409885.66720740666,409044.0685772693,409268.92960125784
0.054,422370.99110682146,423030.9316291224,422888.68316418113,422966.7272773103,422838.51337298023,422742.6122496388,423655.28501923144,422812.82176824735,423029.83624344977
0.055,436218.76259087503,436906.48598496546,436747.4884932381,436815.46438501123,436699.37911448686,436611.8069226817,437528.9830588385,436686.62078737724,436895.26940840326
0.056,450163.4573984742,450879.0969015895,450702.9813221035,450760.480838458,450657.0555507936,450578.176752651,451498.96697635786,450657.6621667462,450857.4419203763
0.057,464197.3131744852,464940.9642770579,464747.38758057635,464794.0201422513,464703.7646452266,464633.92808012565,465557.44727902545,464718.14554361196,464908.57062440936
0.058,478312.5792384666,479084.29956963775,478872.94533783454,478908.33861319104,478831.7402932475,478771.27856259677,479696.64738234744,478860.28177371225,479040.8844441206
0.059000000000000004,492501.5245003862,493301.3337913019,493071.91272968857,493095.71325585415,493033.2362627162,492982.4651616042,493908.811548955,493076.30093415023,493246.6323284242
0.06,506756.44525632367,507584.3253802376,507336.57576490345,507348.4495169448,507300.5340133569,507259.7520093653,508186.21270511905,507358.46020569524,507518.0910771203
0.061,521069.6728543832,521925.567942444,521659.2560007984,521658.88890873006,521625.95038561866,521595.4381449861,522521.1601251263,521699.05162455916,521847.5730355346
0.062,535433.5812213008,536317.3978527563,536032.3180785987,536019.4164921358,536001.8451493635,535981.8651105983,536906.0069739798,536090.4096939644,536227.4336486411
0.063,549840.5942404979,550752.2017059134,550448.1771092772,550422.4682103517,550420.6284031073,550411.4243980475,551333.1576991613,550524.9188460946,550650.0788653737
0.064,564283.1929726411,565222.4236085875,564899.305900943,564860.5380640973,564874.7678148305,564876.5647370551,565795.0752625095,564995.0207453232,565107.9723841449
0.065,578753.9227100789,579720.5723036207,579378.2420191345,579326.185120029,579356.7956957014,579369.7992160993,580284.2882035782,579493.2214239348,579593.6427309036
0.066,593245.3998568752,594239.2281180571,593877.5946717467,593812.040344098,593859.3158983985,593883.7122276063,594793.397526205,594012.098241908,594099.6901614148
0.067,607750.3186265123,608771.0497269188,608390.0514106496,608310.8132520386,608375.0105320774,608410.9662294072,609315.0834003686,608544.306662675,608618.7933798035
0.068,622261.4575497146,623308.7807250675,622908.3846424633,622815.2983695444,622896.6464864103,622944.3083147882,623842.1116718018,623082.5868371738,623143.7160657847
0.069,636771.6857852326,637845.2559998696,637425.4579413283,637318.381495071,637417.0817575147,637476.5765838651,638367.3401722262,637619.7699888857,637667.3132033931
0.07,651273.9692268344,652373.4078978153,651934.2321569226,651813.0457586141,651929.2715689945,652000.7063094175,652883.7248234762,652148.7845929767,652182.5372044403
0.07100000000000001,665761.3764001642,666886.2721786454,666427.7713114007,666292.3774702331,666426.2742817429,666509.7358907392,667384.325529206,666662.662343069,666682.4438203392
0.07200000000000001,680227.0841435569,681376.9937509875,680899.2482793474,680749.5717525053,680901.2570865785,680996.8125894979,681862.3118483125,681154.5438996202,681160.1978363754
0.073,694664.3830673385,695838.8321839389,695341.9502452933,695177.9379515426,695347.5014742301,695455.1980420351,696310.9684446335,695617.684414312,695609.0785429381
0.074,709066.682786578,710265.1669894899,709749.2839337717,709570.9048216408,709758.4084776345,709878.2735429939,710723.7003079457,710045.458825322,710022.4849786767
0.075,723427.5169227176,724649.5026711343,724114.7806073586,723922.0254790812,724127.5036819612,724259.5450956114,725094.0377417321,724431.3669187914,724393.9409410012
0.076,737740.5478699586,738985.4735344879,738432.100828597,738224.9821210618,738448.441998241,738592.6482244849,739415.6411136584,738769.0381522841,738717.0997598093
0.077,751999.5713227434,753266.8482561925,752695.0389821619,752473.5905061951,752715.012196943,752871.3525470841,753682.3053651543,753052.2362364893,752985.7488307845
0.078,766198.5205611418,767487.5342078619,766897.5275540965,766661.8041934631,766921.1411982984,767089.5661007473,767887.9642769704,767274.8634718956,767193.8139050736
0.079,780331.4704914023,781641.5815322978,781033.6411654102,780783.7185369949,781060.8981166559,781241.3394223842,782026.6944880473,781430.964837641,781335.3631326321
0.08,794392.6414394152,795723.1869696737,795097.6003578018,794833.5744344845,795128.4980566016,795320.8693785623,796092.7192654994,795514.7318302062,795404.6108569795
0.081,808376.4026952764,809726.697431863,809083.7751297321,808805.7618275292,809118.3056590619,809322.5027441459,810080.4120239929,809520.5060501088,809395.9211595884
0.082,822277.2758076208,823646.6133235472,822986.6882215382,822694.8229526388,823024.8383960569,823240.7395281047,823984.299593248,823442.7825352103,823303.8111525855
0.083,836089.9376268426,837477.5916092192,836801.0181487369,836495.4553421002,836842.7696132461,837070.2360455932,837799.0652328745,837276.2128397202,837122.9540189147
0.084,849809.2230967801,851214.4486256507,850521.6019831306,850202.51457436,850566.9313198586,850805.8077358518,851519.5513941919,851015.6078584568,850848.1817995636
0.085,863430.1277948912,864852.1626398514,864143.4378817612,863811.016774006,864192.3167260494,864442.431725944,865140.7622291449,864655.940396356,864474.4879279084
0.08600000000000001,876947.8102213824,878385.8761529967,877661.6873642289,877316.1408618897,877714.0825281789,877975.2491407848,878657.8658468697,878192.3474837019,877997.0295116799
0.08700000000000001,890357.5938382031,891810.897951248,891071.6773392936,890713.2305563483,891127.5509429355,891399.5671603708,892066.1963188974,891620.1324379672,891411.1293634876
0.088,903654.9688592275,905122.7049048183,904368.9018821447,903997.7961269175,904428.2114916671,904710.8608255422,905361.2554344203,904934.7666736109,904712.277781277
0.089,916835.5937933788,918316.9435170632,917549.0237641046,917165.5159023284,917611.722536689,917904.7745940452,918538.7142074513,918131.8912615879,917896.1340804999
0.09,929895.2967428445,931389.4312257856,930607.8757369646,930212.2375349986,930673.9125717592,930977.1236490529,931594.4141381261,931207.3182407493,930958.5278802011
0.091,942830.0764589405,944336.1574593615,943541.4615745465,943133.9790246108,943610.7812693053,943923.8949627472,944524.3682307932,944157.0316837216,943895.4601456231
0.092,955636.1031585594,957153.2844506598,956345.9568744521,955926.9295037508,956418.5002873691,956741.2481179043,957324.7617719166,956977.1885202255,956703.1039903021
0.093,968309.7191045084,969837.1478121356,969017.7096233517,968587.449788951,969093.4138396175,969425.5158908459,969991.9528711907,969664.1191212008,969377.8052410224
0.094,980847.4389534064,982384.2568758124,981553.2405295179,981112.0727008373,981632.0390321182,981973.2045994585,982522.4727696303,982214.3276474436,981916.0827693404
0.095,993245.9498751566,994791.2948022465,993949.2431266502,993497.5031574158,994031.0659709363,994380.9942203466,994913.0259187366,994624.4921668406,994314.6285937487
0.096,1005502.111448331,1007055.1184628829,1006202.5836533734,1005740.618044863,1006287.3576449311,1006645.7382795125,1007160.4898351734,1006891.4645445875,1006570.3077568746
0.097,1017612.9553361321,1019172.7581005387,1018310.3007131034,1017838.4658704968,1018397.949588451,1018764.4635212827,1019261.9147357026,1019012.2701111459,1018680.1579824213
0.098,1029575.6847478844,1031141.4167730609,1030269.6047192776,1029788.2662028985,1030360.0493289265,1030734.369360501,1031214.5229574278,1030984.1071129492,1030641.3891168771
0.099,1041387.6736913128,1042958.4695854872,1042077.8771312324,1041587.4089044383,1042171.0356246539,1042552.827123305,1043015.7081686757,1042804.3459512037,1042451.3823612856
0.1,1053046.4660211003,1054621.4627163077,1053732.6694862687,1053233.453161719,1053828.4574983113,1054217.3790820625,1054663.0343761155,1054470.5282143704,1054107.6892986465
0.101,1064549.7742895084,1066128.1122436973,1065231.7022337154,1064724.126319701,1065330.0330720255,1065725.7372903135,1066154.2347339615,1065980.3655101873,1065608.030722769
0.10200000000000001,1075895.4784050442,1077476.3027777998,1076572.8633770095,1076057.3225255036,1076673.6482100226,1077075.7822237913,1077487.2101613434,1077331.7381033278,1076950.295274637
0.10300000000000001,1087081.6241054044,1088664.0859053964,1087754.206930061,1087231.1011880888,1087857.3549751306,1088265.5612338285,1088660.0277741402,1088522.69336501,1088132.5378925558
0.10400000000000001,1098106.4212510975,1099689.6784534692,1098773.9511943394,1098243.6852602342,1098879.3699055861,1099293.28681964,1099670.9191377717,1099551.4440410798,1099152.97808256
0.105,1108968.2419463592,1110551.460578367,1109630.476863319,1109093.4593493775,1109738.0721187957,1110157.3347261832,1110518.278347627,1110416.3663452736,1110009.9980157358
0.106,1119665.61849412,1121247.9736874541,1120322.3249610837,1119778.9676640786,1120432.001248859,1120856.2418744464,1121200.6599439671,1121115.9978845366,1120702.140459287
0.107,1130197.241191939,1131777.9182002563,1130848.1946220342,1130298.9118029913,1130959.85522481,1131388.704131172,1131716.7766682885,1131649.0354234278,1131228.1065483128
0.108,1140561.955975956,1142140.1511562662,1141206.9407187705,1140652.1483933667,1141320.4878966713,1141753.5739251592,1142065.4970682638,1142014.3324947678,1141586.7534053985
0.109,1150758.761920011,1152333.683676682,1151397.5713453467,1150837.686586208,1151512.9065165112,1151949.8577173993,1152245.842958477,1152210.8968638089,1151777.0916152382
0.11,1160786.8085971961,1162357.6782874356,1161419.2451631674,1160854.6854153115,1161536.269081817,1161976.7133323941,1162256.9867442842,1162237.8878533011,1161798.282561598
0.111,1170645.3933111716,1172211.4461109727,1171271.2686169008,1170702.4510274865,1171389.8815485472,1171833.4471580982,1172098.2486161767,1172094.613536907,1171649.6356340037
0.112,1180333.9582046387,1181894.4439342816,1180953.0930278203,1180380.4337913082,1181073.1949213054,1181519.5112219714,1181769.0936221178,1181780.5278084832,1181330.6053116135
0.113,1189852.0872524176,1191406.271160732,1190464.3115720479,1189888.225291818,1190585.8022281202,1191034.5001506903,1191269.1286253347,1191295.2273347962,1190840.788131756
0.114,1199199.5031466007,1200746.666653307,1199804.6561511916,1199225.5552185858,1199927.435387339,1200378.1480210875,1200598.0991550956,1200638.4483992567,1200179.9195506696
0.115,1208376.0640812628,1209915.5054768224,1208973.9941628813,1208392.2881545858,1209097.961974159,1209550.325109905,1209755.8861580016,1209810.063644289,1209347.8707039661
0.116,1217381.7604442167,1218912.795546726,1217972.3251787105,1217388.4202733128,1218097.3818943184,1218551.0345499387,1218742.5026573157,1218810.0787199305,1218344.6450743524
0.117,1226216.7114232713,1227738.6741920486,1226799.7775370618,1226214.075951558,1226925.8239724375,1227380.4089001385,1227558.090327839,1227638.6288462454,1227170.3750741242
0.11800000000000001,1234881.1615344298,1236393.404640046,1235456.604858269,1234869.504305224,1235583.5424624912,1236038.7066371923,1236202.915993797,1236295.9752971064,1235825.3185498978
0.11900000000000001,1243375.4770794064,1244877.3724300168,1243943.1824895132,1243355.0756555148,1244070.9134878158,1244526.308576076,1244677.3680571553,1244782.5018128443,1244309.8552170137
0.12,1251700.142539786,1253191.0817637257,1252260.0038867905,1251671.2779327608,1252388.4314180103,1252843.7142269774,1252981.9528637142,1253098.7109491932,1252624.4830309714
0.121,1259855.7569150762,1261335.1517997738,1260407.676941213,1259818.7130250803,1260536.7051900104,1260991.5380959432,1261117.2910142601,1261245.2203699078,1260769.8145031803
0.122,1267843.0300118038,1269310.312899173,1268386.920256812,1267798.0930789814,1268516.4545805221,1268970.505936491,1269084.1136279497,1269222.759090306,1268746.5729682248
0.123,1275662.7786907207,1277117.4028292818,1276198.5593869132,1275610.2367588985,1276328.5064368995,1276781.4509593397,1276883.258565011,1277032.1636789138,1276555.588809731
0.124,1283315.9230790576,1284757.362933129,1283843.5230360387,1283256.0654725616,1283973.790873437,1284425.3100072802,1284515.666615715,1284674.3744242582,1284197.7956518172
0.125,1290803.4827546568,1292231.2342710476,1291322.8392341647,1290736.5995689614,1291453.3374399296,1291903.1197021022,1291982.3776624636,1292150.4314737315,1291674.2265229821
0.126,1298126.5729086562,1299540.1537413765,1298637.6314900282,1298052.9545155345,1298768.2712692018,1299216.012570334,1299284.5268216769,1299461.470951314,1298986.009999135
0.127,1305286.400493279,1306685.3501868627,1305789.11493003,1305206.3370610627,1305919.8092101684,1306365.2131544242,1306423.3405720405,1306608.7210607934,1306134.3663323475
0.128,1312284.2603611075,1313668.1404932246,1312778.5924291234,1312198.0413906116,1312909.2559528442,1313352.0341158186,1313400.1328754933,1313593.4981809533,1313120.6035717297
0.129,1319121.531402068,1320489.92568617,1319607.4507399157,1319029.4452786727,1319738.0001515292,1320177.8723362335,1320216.301297188,1320417.2029590497,1319946.113682679
0.13,1325799.672684174,1327152.1870329964,1326277.156626036,1325702.0062465153,1326407.51055225,1326844.2050232403,1326873.3231304674,1327081.3164087066,1326612.36867057
0.131,1332320.2196039052,1333656.482154704,1332789.2530056373,1332217.2577295532,1332919.3321303336,1333352.5858261054,1333372.7515327246,1333587.3960181843,1333120.916714779
0.132,1338684.780051899,1340004.4411543733,1339145.3551107238,1338576.8052603644,1339275.0822438207,1339704.640967623,1339716.2116778274,1339937.0718747766,1339473.3783187359
0.133,1344895.0305994526,1346197.7627673552,1345347.1466677836,1344782.3226728006,1345476.4468082143,1345902.0653974973,1345905.3969305833,1346132.042810909,1345671.4424815145
0.134,1350952.712711125,1352238.210538616,1351396.3761050284,1350835.5483324262,1351525.1764978725,1351946.618972621,1351942.0650485281,1352174.0725772898,1351716.8628962652
0.135,1356859.6289885263,1358127.6090323823,1357294.8527913117,1356738.2813983248,1357423.0829791375,1357840.1226693871,1357828.0344161126,1358064.9860482714,1357611.4541805803
0.136,1362617.6394501787,1363867.840079004,1363044.443311609,1362492.3781211048,1363172.0351800923,1363584.4548329646,1363565.1803161448,1363806.6654643551,1363357.0881436893
0.137,1368228.6578521088,1369460.8390637487,1368647.0677837213,1368099.74818172,1368773.9556016142,1369181.5474682471,1369155.4312431405,1369401.0467165676,1368955.690095147
0.138,1373694.6480536312,1374908.5912620137,1374104.6962206382,1373562.3510755152,1374230.816674183,1374633.3825769685,1374600.7652630094,1374850.1156772038,1374409.235199474
0.139,1379017.6204325473,1380213.128225219,1379419.3449427977,1378882.1925456761,1379544.637164677,1379941.9885452525,1379903.2064232873,1380155.9045812187,1379719.7448809862
0.14,1384199.628353779,1385376.5242214284,1384593.0730442314,1384061.3210700606,1384717.4786371745,1385109.4365856417,1385064.8212178962,1385320.4884623198,1384889.2832828148
0.14100000000000001,1389242.7646952204,1390400.8927345038,1389627.9789163922,1389101.8244051526,1389751.4419715423,1390137.8372374298,1390087.7151102035,1390345.981647584,1389919.9537839144
0.14200000000000002,1394149.1584343796,1395288.3830253896,1394526.1968332035,1394005.8261906689,1394648.663943385,1395029.3369288794,1394974.0291179107,1395234.5343142003,1394813.8955776189
0.14300000000000002,1398920.9712991489,1400041.1767588796,1399289.8936006785,1398775.4826181207,1399411.3138686905,1399786.1146047027,1399725.9364630862,1399988.3291117111,1399573.2803150765
0.14400000000000002,1403560.3944858261,1404661.4846990004,1403921.2652742038,1403412.979166416,1404041.5903162868,1404410.3784219343,1404345.6392904345,1404609.5778528876,1404200.3088166867
0.145,1408069.6454472821,1409151.5434759217,1408422.5339463805,1407920.5274073586,1408541.717891004,1408904.3625171105,1408835.3654566584,1409100.5182761613,1408697.2078544158
0.146,1412450.9647539498,1413513.612427065,1412795.9446080828,1412300.3618836978,1412913.9440902092,1413270.3238474445,1413197.3653935618,1413463.410882303,1413066.2270076652
0.147,1416706.6130300902,1417749.970514875,1417043.762085176,1416554.737062136,1417160.5362361593,1417510.5391084566,1417433.909047311,1417700.5358478054,1417309.6355951282
0.148,1420838.8679675711,1421862.913323486,1421168.2680531158,1420685.9243635188,1421283.7784864034,1421627.301730307,1421547.2828960547,1421814.1900172266,1421429.7196848649
0.149,1424850.0214191822,1425854.7501362993,1425171.7581314396,1424696.2092721926,1425285.9689242477,1425622.9189548478,1425539.7870478895,1425806.6839765082,1425428.7791845994
0.15,1428742.3765732935,1429727.801096272,1429056.539059942,1428587.888526316,1429169.4167310745,1429499.7089952095,1429413.7324209448,1429680.3392090807,1429309.1250140348
0.151,1432518.245211459,1433484.3944505088,1432824.925958124,1432363.267390704,1432936.4394421158,1433259.9982795136,1433171.438007145,1433437.4853363554,1433073.0763607658
0.152,1436179.9450503604,1437126.8638805316,1436479.2396692892,1436024.6570135753,1436589.3602870498,1436906.1187801014,1436815.2282210097,1437080.4574439824,1436722.9580211735
0.153,1439729.7971692823,1440657.5459194111,1440021.8041904739,1439574.3718683827,1440130.505616616,1440440.4054294622,1440347.4303346502,1440611.5934950626,1440261.0978274713
0.154,1443170.1235241187,1444078.7774567262,1443454.944189185,1443014.7272816994,1443562.2024162186,1443865.1936238448,1443770.3719999113,1444033.2318312954,1443689.8241618793
0.155,1446503.2445487122,1447392.8933321433,1446780.9826077416,1446348.0370479564,1446886.7759073167,1447182.816815343,1447086.378858434,1447347.7087628462,1447011.4635587155
0.156,1449731.476844148,1450602.2240182038,1450002.2383558163,1449576.611131631,1450106.5472372018,1450395.604193057,1450297.7722402161,1450557.3562475347,1450228.3383950007
0.157,1452857.1309564335,1453709.0933927246,1453121.0240916032,1452702.7534573157,1453223.831257583,1453505.878453745,1453406.866951064,1453664.4996597548,1453342.7646699839
0.158,1455882.509242827,1456715.8166010496,1456139.6440918513,1455728.7597879113,1456240.9343922217,1456515.953662203,1456415.9691491644,1456671.4556493594,1456357.049873839
0.159,1458809.9038269024,1459624.6980082034,1459060.3922108405,1458656.9156910295,1459160.1525936916,1459428.1332014413,1459327.3743108204,1459580.5300905725,1459273.4909455855
0.16,1461641.5946422766,1462438.0292408406,1461885.5499282086,1461489.494593523,1461983.7693891719,1462244.7078125542,1462143.365285245,1462394.016120823,1462094.3723201484
0.161,1464379.8475647632,1465158.0873187236,1464617.3844853798,1464228.755923905,1464714.0540150197,1464967.9537240241,1464866.2104381393,1465114.192269232,1464821.9640642854
0.162,1467026.9126325706,1467787.132875304,1467258.1471101954,1466876.9433422661,1467353.2596397197,1467600.130870044,1467498.1618836315,1467743.3206743344,1467458.5201009891
0.163,1469585.022354007,1470327.408466839,1469810.0713291971,1469436.2830571604,1469903.6216746676,1470143.4811972976,1470041.4538040117,1470283.6453904682,1470006.2765217952
0.164,1472056.3901020281,1472781.1369693342,1472275.3713668839,1471908.9822287848,1472367.356172088,1472600.227059494,1472498.300856558,1472737.3907821185,1472467.4499863083
0.165,1474443.208594819,1475150.5200624666,1474656.2406311142,1474297.227457655,1474746.6583092744,1474972.569698823,1474870.8966666108,1475106.760005379,1474844.2362081173
0.166,1476747.6484614813,1477437.7367995211,1476954.8502837217,1476603.1833578467,1477043.7009582026,1477262.6878133642,1477161.4124059395,1477393.9335755564,1477138.8085261476
0.167,1478971.8568917809,1479644.942262246,1479173.3478952735,1478828.9912137606,1479260.6333394472,1479472.7362093711,1479371.9954553128,1479601.0680198283,1479353.3165603755
0.168,1481117.9563687886,1481774.2662994245,1481313.8561827976,1480976.767719253,1481399.579759224,1481604.8445372297,1481504.768150087,1481730.2946137525,1481489.884950723
0.169,1483188.0434831528,1483827.8123478564,1483378.471829204,1483048.6037978737,1483462.638428278,1483661.1161097907,1483561.8266075077,1483783.7182003134,1483550.6121778407
0.17,1485184.187827631,1485807.6563343357,1485369.2643830134,1485046.5635028512,1485451.8803612238,1485643.6268016715,1485545.2396343343,1485763.416090099,1485537.5694643874
0.171,1487108.4309704304,1487715.845657124,1487288.27523693,1486972.6829953743,1487369.348354875,1487554.4240280348,1487457.0477132993,1487671.4370411006,1487452.7997553325
0.17200000000000001,1488962.7855058024,1489554.3982453311,1489137.516683693,1488828.96959964,1489217.056043987,1489395.5258012589,1489299.2620668241,1489509.8003165524,1489298.3167757047
