0.04,0.4,20082,0.39,0.04,0.4,10246,0.3,0.01,0.17,0,0,0.01,0.17,0,0,0.04,0.4,12107,0.37,0.00375,0.13,18,0.35
0.07,0.4,29395,0.34,0.07,0.4,13012,0.27,0.0216,0.3,17033,0.33,0.0216,0.3,28733,0.31,0.08,0.4,12357,0.38,0.01,0.22,33,0.35
0.1,0.4,36657,0.31,0.1,0.4,42533,0.16,0.05,0.3,28433,0.28,0.05,0.3,52399,0.25,0.11,0.4,12307,0.38,0.05,0.35,57,0.35
