EDP Range,SLF Case 1,SLF Case 2,SLF Case 3
9.0,385982.0550524755,854486.8941013564,1468516.34946453
9.05,385982.0550524755,854486.8941013564,1468516.34946453
9.1,385982.0550524755,854486.8941013564,1468516.34946453
9.15,385982.0550524755,854486.8941013564,1468516.34946453
9.200000000000001,385982.0550524755,854486.8941013564,1468516.34946453
9.25,385982.0550524755,854486.8941013564,1468516.34946453
9.3,385982.0550524755,854486.8941013564,1468516.34946453
9.35,385982.0550524755,854486.8941013564,1468516.34946453
9.4,385982.0550524755,854486.8941013564,1468516.34946453
9.450000000000001,385982.0550524755,854486.8941013564,1468516.34946453
9.5,385982.0550524755,854486.8941013564,1468516.34946453
9.55,385982.0550524755,854486.8941013564,1468516.34946453
9.600000000000001,385982.0550524755,854486.8941013564,1468516.34946453
9.65,385982.0550524755,854486.8941013564,1468516.34946453
9.700000000000001,385982.0550524755,854486.8941013564,1468516.34946453
9.75,385982.0550524755,854486.8941013564,1468516.34946453
9.8,385982.0550524755,854486.8941013564,1468516.34946453
9.850000000000001,385982.0550524755,854486.8941013564,1468516.34946453
9.9,385982.0550524755,854486.8941013564,1468516.34946453
9.950000000000001,385982.0550524755,854486.8941013564,1468516.34946453
10.0,385982.0550524755,854486.8941013564,1468516.34946453
10.05,385982.0550524755,854486.8941013564,1468516.34946453
10.100000000000001,385982.0550524755,854486.8941013564,1468516.34946453
10.15,385982.0550524755,854486.8941013564,1468516.34946453
10.200000000000001,385982.0550524755,854486.8941013564,1468516.34946453
10.25,385982.0550524755,854486.8941013564,1468516.34946453
10.3,385982.0550524755,854486.8941013564,1468516.34946453
10.350000000000001,385982.0550524755,854486.8941013564,1468516.34946453
10.4,385982.0550524755,854486.8941013564,1468516.34946453
10.450000000000001,385982.0550524755,854486.8941013564,1468516.34946453
10.5,385982.0550524755,854486.8941013564,1468516.34946453
10.55,385982.0550524755,854486.8941013564,1468516.34946453
10.600000000000001,385982.0550524755,854486.8941013564,1468516.34946453
10.65,385982.0550524755,854486.8941013564,1468516.34946453
10.700000000000001,385982.0550524755,854486.8941013564,1468516.34946453
10.75,385982.0550524755,854486.8941013564,1468516.34946453
10.8,385982.0550524755,854486.8941013564,1468516.34946453
10.850000000000001,385982.0550524755,854486.8941013564,1468516.34946453
10.9,385982.0550524755,854486.8941013564,1468516.34946453
10.950000000000001,385982.0550524755,854486.8941013564,1468516.34946453
11.0,385982.0550524755,854486.8941013564,1468516.34946453
11.05,385982.0550524755,854486.8941013564,1468516.34946453
11.100000000000001,385982.0550524755,854486.8941013564,1468516.34946453
11.15,385982.0550524755,854486.8941013564,1468516.34946453
11.200000000000001,385982.0550524755,854486.8941013564,1468516.34946453
11.25,385982.0550524755,854486.8941013564,1468516.34946453
11.3,385982.0550524755,854486.8941013564,1468516.34946453
11.350000000000001,385982.0550524755,854486.8941013564,1468516.34946453
11.4,385982.0550524755,854486.8941013564,1468516.34946453
11.450000000000001,385982.0550524755,854486.8941013564,1468516.34946453
11.5,385982.0550524755,854486.8941013564,1468516.34946453
11.55,385982.0550524755,854486.8941013564,1468516.34946453
11.600000000000001,385982.0550524755,854486.8941013564,1468516.34946453
11.65,385982.0550524755,854486.8941013564,1468516.34946453
11.700000000000001,385982.0550524755,854486.8941013564,1468516.34946453
11.75,385982.0550524755,854486.8941013564,1468516.34946453
11.8,385982.0550524755,854486.8941013564,1468516.34946453
11.850000000000001,385982.0550524755,854486.8941013564,1468516.34946453
11.9,385982.0550524755,854486.8941013564,1468516.34946453
11.950000000000001,385982.0550524755,854486.8941013564,1468516.34946453
12.0,385982.0550524755,854486.8941013564,1468516.34946453
12.05,385982.0550524755,854486.8941013564,1468516.34946453
12.100000000000001,385982.0550524755,854486.8941013564,1468516.34946453
12.15,385982.0550524755,854486.8941013564,1468516.34946453
12.200000000000001,385982.0550524755,854486.8941013564,1468516.34946453
12.25,385982.0550524755,854486.8941013564,1468516.34946453
12.3,385982.0550524755,854486.8941013564,1468516.34946453
12.350000000000001,385982.0550524755,854486.8941013564,1468516.34946453
12.4,385982.0550524755,854486.8941013564,1468516.34946453
12.450000000000001,385982.0550524755,854486.8941013564,1468516.34946453
12.5,385982.0550524755,854486.8941013564,1468516.34946453
12.55,385982.0550524755,854486.8941013564,1468516.34946453
12.600000000000001,385982.0550524755,854486.8941013564,1468516.34946453
12.65,385982.0550524755,854486.8941013564,1468516.34946453
12.700000000000001,385982.0550524755,854486.8941013564,1468516.34946453
12.75,385982.0550524755,854486.8941013564,1468516.34946453
12.8,385982.0550524755,854486.8941013564,1468516.34946453
12.850000000000001,385982.0550524755,854486.8941013564,1468516.34946453
12.9,385982.0550524755,854486.8941013564,1468516.34946453
12.950000000000001,385982.0550524755,854486.8941013564,1468516.34946453
13.0,385982.0550524755,854486.8941013564,1468516.34946453
13.05,385982.0550524755,854486.8941013564,1468516.34946453
13.100000000000001,385982.0550524755,854486.8941013564,1468516.34946453
13.15,385982.0550524755,854486.8941013564,1468516.34946453
13.200000000000001,385982.0550524755,854486.8941013564,1468516.34946453
13.25,385982.0550524755,854486.8941013564,1468516.34946453
13.3,385982.0550524755,854486.8941013564,1468516.34946453
13.350000000000001,385982.0550524755,854486.8941013564,1468516.34946453
13.4,385982.0550524755,854486.8941013564,1468516.34946453
13.450000000000001,385982.0550524755,854486.8941013564,1468516.34946453
13.5,385982.0550524755,854486.8941013564,1468516.34946453
13.55,385982.0550524755,854486.8941013564,1468516.34946453
13.600000000000001,385982.0550524755,854486.8941013564,1468516.34946453
13.65,385982.0550524755,854486.8941013564,1468516.34946453
13.700000000000001,385982.0550524755,854486.8941013564,1468516.34946453
13.75,385982.0550524755,854486.8941013564,1468516.34946453
13.8,385982.0550524755,854486.8941013564,1468516.34946453
13.850000000000001,385982.0550524755,854486.8941013564,1468516.34946453
13.9,385982.0550524755,854486.8941013564,1468516.34946453
13.950000000000001,385982.0550524755,854486.8941013564,1468516.34946453
14.0,385982.0550524755,854486.8941013564,1468516.34946453
14.05,385982.0550524755,854486.8941013564,1468516.34946453
14.100000000000001,385982.0550524755,854486.8941013564,1468516.34946453
14.15,385982.0550524755,854486.8941013564,1468516.34946453
14.200000000000001,385982.0550524755,854486.8941013564,1468516.34946453
14.25,385982.0550524755,854486.8941013564,1468516.34946453
14.3,385982.0550524755,854486.8941013564,1468516.34946453
14.350000000000001,385982.0550524755,854486.8941013564,1468516.34946453
14.4,385982.0550524755,854486.8941013564,1468516.34946453
14.450000000000001,385982.0550524755,854486.8941013564,1468516.34946453
14.5,385982.0550524755,854486.8941013564,1468516.34946453
14.55,385982.0550524755,854486.8941013564,1468516.34946453
14.600000000000001,385982.0550524755,854486.8941013564,1468516.34946453
14.65,385982.0550524755,854486.8941013564,1468516.34946453
14.700000000000001,385982.0550524755,854486.8941013564,1468516.34946453
14.75,385982.0550524755,854486.8941013564,1468516.34946453
14.8,385982.0550524755,854486.8941013564,1468516.34946453
14.850000000000001,385982.0550524755,854486.8941013564,1468516.34946453
14.9,385982.0550524755,854486.8941013564,1468516.34946453
14.950000000000001,385982.0550524755,854486.8941013564,1468516.34946453
15.0,385982.0550524755,854486.8941013564,1468516.34946453
15.05,385982.0550524755,854486.8941013564,1468516.34946453
15.100000000000001,385982.0550524755,854486.8941013564,1468516.34946453
15.15,385982.0550524755,854486.8941013564,1468516.34946453
15.200000000000001,385982.0550524755,854486.8941013564,1468516.34946453
15.25,385982.0550524755,854486.8941013564,1468516.34946453
15.3,385982.0550524755,854486.8941013564,1468516.34946453
15.350000000000001,385982.0550524755,854486.8941013564,1468516.34946453
15.4,385982.0550524755,854486.8941013564,1468516.34946453
15.450000000000001,385982.0550524755,854486.8941013564,1468516.34946453
15.5,385982.0550524755,854486.8941013564,1468516.34946453
15.55,385982.0550524755,854486.8941013564,1468516.34946453
15.600000000000001,385982.0550524755,854486.8941013564,1468516.34946453
15.65,385982.0550524755,854486.8941013564,1468516.34946453
15.700000000000001,385982.0550524755,854486.8941013564,1468516.34946453
15.75,385982.0550524755,854486.8941013564,1468516.34946453
15.8,385982.0550524755,854486.8941013564,1468516.34946453
15.850000000000001,385982.0550524755,854486.8941013564,1468516.34946453
15.9,385982.0550524755,854486.8941013564,1468516.34946453
15.950000000000001,385982.0550524755,854486.8941013564,1468516.34946453
16.0,385982.0550524755,854486.8941013564,1468516.34946453
16.05,385982.0550524755,854486.8941013564,1468516.34946453
16.1,385982.0550524755,854486.8941013564,1468516.34946453
16.150000000000002,385982.0550524755,854486.8941013564,1468516.34946453
16.2,385982.0550524755,854486.8941013564,1468516.34946453
16.25,385982.0550524755,854486.8941013564,1468516.34946453
16.3,385982.0550524755,854486.8941013564,1468516.34946453
16.35,385982.0550524755,854486.8941013564,1468516.34946453
16.400000000000002,385982.0550524755,854486.8941013564,1468516.34946453
16.45,385982.0550524755,854486.8941013564,1468516.34946453
16.5,385982.0550524755,854486.8941013564,1468516.34946453
16.55,385982.0550524755,854486.8941013564,1468516.34946453
16.6,385982.0550524755,854486.8941013564,1468516.34946453
16.650000000000002,385982.0550524755,854486.8941013564,1468516.34946453
16.7,385982.0550524755,854486.8941013564,1468516.34946453
16.75,385982.0550524755,854486.8941013564,1468516.34946453
16.8,385982.0550524755,854486.8941013564,1468516.34946453
16.85,385982.0550524755,854486.8941013564,1468516.34946453
16.900000000000002,385982.0550524755,854486.8941013564,1468516.34946453
16.95,385982.0550524755,854486.8941013564,1468516.34946453
17.0,385982.0550524755,854486.8941013564,1468516.34946453
17.05,385982.0550524755,854486.8941013564,1468516.34946453
17.1,385982.0550524755,854486.8941013564,1468516.34946453
17.150000000000002,385982.0550524755,854486.8941013564,1468516.34946453
17.2,385982.0550524755,854486.8941013564,1468516.34946453
17.25,385982.0550524755,854486.8941013564,1468516.34946453
17.3,385982.0550524755,854486.8941013564,1468516.34946453
17.35,385982.0550524755,854486.8941013564,1468516.34946453
17.400000000000002,385982.0550524755,854486.8941013564,1468516.34946453
17.45,385982.0550524755,854486.8941013564,1468516.34946453
17.5,385982.0550524755,854486.8941013564,1468516.34946453
17.55,385982.0550524755,854486.8941013564,1468516.34946453
17.6,385982.0550524755,854486.8941013564,1468516.34946453
17.650000000000002,385982.0550524755,854486.8941013564,1468516.34946453
17.7,385982.0550524755,854486.8941013564,1468516.34946453
17.75,385982.0550524755,854486.8941013564,1468516.34946453
17.8,385982.0550524755,854486.8941013564,1468516.34946453
17.85,385982.0550524755,854486.8941013564,1468516.34946453
17.900000000000002,385982.0550524755,854486.8941013564,1468516.34946453
17.95,385982.0550524755,854486.8941013564,1468516.34946453
18.0,385982.0550524755,854486.8941013564,1468516.34946453
18.05,385982.0550524755,854486.8941013564,1468516.34946453
18.1,385982.0550524755,854486.8941013564,1468516.34946453
18.150000000000002,385982.0550524755,854486.8941013564,1468516.34946453
18.2,385982.0550524755,854486.8941013564,1468516.34946453
18.25,385982.0550524755,854486.8941013564,1468516.34946453
18.3,385982.0550524755,854486.8941013564,1468516.34946453
18.35,385982.0550524755,854486.8941013564,1468516.34946453
18.400000000000002,385982.0550524755,854486.8941013564,1468516.34946453
18.45,385982.0550524755,854486.8941013564,1468516.34946453
18.5,385982.0550524755,854486.8941013564,1468516.34946453
18.55,385982.0550524755,854486.8941013564,1468516.34946453
18.6,385982.0550524755,854486.8941013564,1468516.34946453
18.650000000000002,385982.0550524755,854486.8941013564,1468516.34946453
18.7,385982.0550524755,854486.8941013564,1468516.34946453
18.75,385982.0550524755,854486.8941013564,1468516.34946453
18.8,385982.0550524755,854486.8941013564,1468516.34946453
18.85,385982.0550524755,854486.8941013564,1468516.34946453
18.900000000000002,385982.0550524755,854486.8941013564,1468516.34946453
18.95,385982.0550524755,854486.8941013564,1468516.34946453
19.0,385982.0550524755,854486.8941013564,1468516.34946453
19.05,385982.0550524755,854486.8941013564,1468516.34946453
19.1,385982.0550524755,854486.8941013564,1468516.34946453
19.150000000000002,385982.0550524755,854486.8941013564,1468516.34946453
19.200000000000003,385982.0550524755,854486.8941013564,1468516.34946453
19.25,385982.0550524755,854486.8941013564,1468516.34946453
19.3,385982.0550524755,854486.8941013564,1468516.34946453
19.35,385982.0550524755,854486.8941013564,1468516.34946453
19.400000000000002,385982.0550524755,854486.8941013564,1468516.34946453
19.450000000000003,385982.0550524755,854486.8941013564,1468516.34946453
19.5,385982.0550524755,854486.8941013564,1468516.34946453
19.55,385982.0550524755,854486.8941013564,1468516.34946453
19.6,385982.0550524755,854486.8941013564,1468516.34946453
19.650000000000002,385982.0550524755,854486.8941013564,1468516.34946453
19.700000000000003,385982.0550524755,854486.8941013564,1468516.34946453
19.75,385982.0550524755,854486.8941013564,1468516.34946453
19.8,385982.0550524755,854486.8941013564,1468516.34946453
19.85,385982.0550524755,854486.8941013564,1468516.34946453
19.900000000000002,385982.0550524755,854486.8941013564,1468516.34946453
19.950000000000003,385982.0550524755,854486.8941013564,1468516.34946453
20.0,385982.0550524755,854486.8941013564,1468516.34946453
20.05,385982.0550524755,854486.8941013564,1468516.34946453
20.1,385982.0550524755,854486.8941013564,1468516.34946453
20.150000000000002,385982.0550524755,854486.8941013564,1468516.34946453
20.200000000000003,385982.0550524755,854486.8941013564,1468516.34946453
20.25,385982.0550524755,854486.8941013564,1468516.34946453
20.3,385982.0550524755,854486.8941013564,1468516.34946453
20.35,385982.0550524755,854486.8941013564,1468516.34946453
20.400000000000002,385982.0550524755,854486.8941013564,1468516.34946453
20.450000000000003,385982.0550524755,854486.8941013564,1468516.34946453
20.5,385982.0550524755,854486.8941013564,1468516.34946453
20.55,385982.0550524755,854486.8941013564,1468516.34946453
20.6,385982.0550524755,854486.8941013564,1468516.34946453
20.650000000000002,385982.0550524755,854486.8941013564,1468516.34946453
20.700000000000003,385982.0550524755,854486.8941013564,1468516.34946453
20.75,385982.0550524755,854486.8941013564,1468516.34946453
20.8,385982.0550524755,854486.8941013564,1468516.34946453
20.85,385982.0550524755,854486.8941013564,1468516.34946453
20.900000000000002,385982.0550524755,854486.8941013564,1468516.34946453
20.950000000000003,385982.0550524755,854486.8941013564,1468516.34946453
21.0,385982.0550524755,854486.8941013564,1468516.34946453
21.05,385982.0550524755,854486.8941013564,1468516.34946453
21.1,385982.0550524755,854486.8941013564,1468516.34946453
21.150000000000002,385982.0550524755,854486.8941013564,1468516.34946453
21.200000000000003,385982.0550524755,854486.8941013564,1468516.34946453
21.25,385982.0550524755,854486.8941013564,1468516.34946453
21.3,385982.0550524755,854486.8941013564,1468516.34946453
21.35,385982.0550524755,854486.8941013564,1468516.34946453
21.400000000000002,385982.0550524755,854486.8941013564,1468516.34946453
21.450000000000003,385982.0550524755,854486.8941013564,1468516.34946453
21.5,385982.0550524755,854486.8941013564,1468516.34946453
21.55,385982.0550524755,854486.8941013564,1468516.34946453
21.6,385982.0550524755,854486.8941013564,1468516.34946453
21.650000000000002,385982.0550524755,854486.8941013564,1468516.34946453
21.700000000000003,385982.0550524755,854486.8941013564,1468516.34946453
21.75,385982.0550524755,854486.8941013564,1468516.34946453
21.8,385982.0550524755,854486.8941013564,1468516.34946453
21.85,385982.0550524755,854486.8941013564,1468516.34946453
21.900000000000002,385982.0550524755,854486.8941013564,1468516.34946453
21.950000000000003,385982.0550524755,854486.8941013564,1468516.34946453
22.0,385982.0550524755,854486.8941013564,1468516.34946453
22.05,385982.0550524755,854486.8941013564,1468516.34946453
22.1,385982.0550524755,854486.8941013564,1468516.34946453
22.150000000000002,385982.0550524755,854486.8941013564,1468516.34946453
22.200000000000003,385982.0550524755,854486.8941013564,1468516.34946453
22.25,385982.0550524755,854486.8941013564,1468516.34946453
22.3,385982.0550524755,854486.8941013564,1468516.34946453
22.35,385982.0550524755,854486.8941013564,1468516.34946453
22.400000000000002,385982.0550524755,854486.8941013564,1468516.34946453
22.450000000000003,385982.0550524755,854486.8941013564,1468516.34946453
22.5,385982.0550524755,854486.8941013564,1468516.34946453
22.55,385982.0550524755,854486.8941013564,1468516.34946453
22.6,385982.0550524755,854486.8941013564,1468516.34946453
22.650000000000002,385982.0550524755,854486.8941013564,1468516.34946453
22.700000000000003,385982.0550524755,854486.8941013564,1468516.34946453
22.75,385982.0550524755,854486.8941013564,1468516.34946453
22.8,385982.0550524755,854486.8941013564,1468516.34946453
22.85,385982.0550524755,854486.8941013564,1468516.34946453
22.900000000000002,385982.0550524755,854486.8941013564,1468516.34946453
22.950000000000003,385982.0550524755,854486.8941013564,1468516.34946453
23.0,385982.0550524755,854486.8941013564,1468516.34946453
23.05,385982.0550524755,854486.8941013564,1468516.34946453
23.1,385982.0550524755,854486.8941013564,1468516.34946453
23.150000000000002,385982.0550524755,854486.8941013564,1468516.34946453
23.200000000000003,385982.0550524755,854486.8941013564,1468516.34946453
23.25,385982.0550524755,854486.8941013564,1468516.34946453
23.3,385982.0550524755,854486.8941013564,1468516.34946453
23.35,385982.0550524755,854486.8941013564,1468516.34946453
23.400000000000002,385982.0550524755,854486.8941013564,1468516.34946453
