EDP Range,SLF Case 1,SLF Case 2,SLF Case 3
0.197,224751.92848692485,492277.0366517034,857438.7174531502
0.198,224751.9284869249,492277.03665170347,857438.7174531502
0.199,224751.92848692494,492277.03665170347,857438.7174531502
0.2,224751.92848692494,492277.0366517035,857438.7174531503
0.201,224751.92848692494,492277.0366517035,857438.7174531503
0.202,224751.92848692497,492277.0366517035,857438.7174531503
0.203,224751.92848692497,492277.0366517036,857438.7174531503
0.20400000000000001,224751.92848692497,492277.0366517036,857438.7174531503
0.20500000000000002,224751.928486925,492277.0366517036,857438.7174531503
0.20600000000000002,224751.928486925,492277.0366517036,857438.7174531503
0.20700000000000002,224751.928486925,492277.0366517036,857438.7174531503
0.20800000000000002,224751.928486925,492277.0366517036,857438.7174531503
0.209,224751.928486925,492277.0366517036,857438.7174531503
0.21,224751.928486925,492277.0366517036,857438.7174531503
0.211,224751.928486925,492277.0366517036,857438.7174531503
0.212,224751.928486925,492277.0366517036,857438.7174531503
0.213,224751.928486925,492277.0366517036,857438.7174531503
0.214,224751.928486925,492277.0366517036,857438.7174531503
0.215,224751.928486925,492277.0366517036,857438.7174531503
0.216,224751.928486925,492277.0366517036,857438.7174531503
0.217,224751.928486925,492277.0366517036,857438.7174531503
0.218,224751.928486925,492277.0366517036,857438.7174531503
0.219,224751.928486925,492277.0366517036,857438.7174531503
0.22,224751.928486925,492277.0366517036,857438.7174531503
0.221,224751.928486925,492277.0366517036,857438.7174531503
0.222,224751.928486925,492277.0366517036,857438.7174531503
0.223,224751.928486925,492277.0366517036,857438.7174531503
0.224,224751.928486925,492277.0366517036,857438.7174531503
0.225,224751.928486925,492277.0366517036,857438.7174531503
0.226,224751.928486925,492277.0366517036,857438.7174531503
0.227,224751.928486925,492277.0366517036,857438.7174531503
0.228,224751.928486925,492277.0366517036,857438.7174531503
0.229,224751.928486925,492277.0366517036,857438.7174531503
0.23,224751.928486925,492277.0366517036,857438.7174531503
0.231,224751.928486925,492277.0366517036,857438.7174531503
0.232,224751.928486925,492277.0366517036,857438.7174531503
0.233,224751.928486925,492277.0366517036,857438.7174531503
0.234,224751.928486925,492277.0366517036,857438.7174531503
0.23500000000000001,224751.928486925,492277.0366517036,857438.7174531503
0.23600000000000002,224751.928486925,492277.0366517036,857438.7174531503
0.23700000000000002,224751.928486925,492277.0366517036,857438.7174531503
0.23800000000000002,224751.928486925,492277.0366517036,857438.7174531503
0.23900000000000002,224751.928486925,492277.0366517036,857438.7174531503
0.24,224751.928486925,492277.0366517036,857438.7174531503
0.241,224751.928486925,492277.0366517036,857438.7174531503
0.242,224751.928486925,492277.0366517036,857438.7174531503
0.243,224751.928486925,492277.0366517036,857438.7174531503
0.244,224751.928486925,492277.0366517036,857438.7174531503
0.245,224751.928486925,492277.0366517036,857438.7174531503
0.246,224751.928486925,492277.0366517036,857438.7174531503
0.247,224751.928486925,492277.0366517036,857438.7174531503
0.248,224751.928486925,492277.0366517036,857438.7174531503
0.249,224751.928486925,492277.0366517036,857438.7174531503
0.25,224751.928486925,492277.0366517036,857438.7174531503
0.251,224751.928486925,492277.0366517036,857438.7174531503
0.252,224751.928486925,492277.0366517036,857438.7174531503
0.253,224751.928486925,492277.0366517036,857438.7174531503
0.254,224751.928486925,492277.0366517036,857438.7174531503
0.255,224751.928486925,492277.0366517036,857438.7174531503
0.256,224751.928486925,492277.0366517036,857438.7174531503
0.257,224751.928486925,492277.0366517036,857438.7174531503
0.258,224751.928486925,492277.0366517036,857438.7174531503
0.259,224751.928486925,492277.0366517036,857438.7174531503
0.26,224751.928486925,492277.0366517036,857438.7174531503
0.261,224751.928486925,492277.0366517036,857438.7174531503
0.262,224751.928486925,492277.0366517036,857438.7174531503
0.263,224751.928486925,492277.0366517036,857438.7174531503
0.264,224751.928486925,492277.0366517036,857438.7174531503
0.265,224751.928486925,492277.0366517036,857438.7174531503
0.266,224751.928486925,492277.0366517036,857438.7174531503
0.267,224751.928486925,492277.0366517036,857438.7174531503
0.268,224751.928486925,492277.0366517036,857438.7174531503
0.269,224751.928486925,492277.0366517036,857438.7174531503
0.27,224751.928486925,492277.0366517036,857438.7174531503
0.271,224751.928486925,492277.0366517036,857438.7174531503
0.272,224751.928486925,492277.0366517036,857438.7174531503
0.273,224751.928486925,492277.0366517036,857438.7174531503
0.274,224751.928486925,492277.0366517036,857438.7174531503
0.275,224751.928486925,492277.0366517036,857438.7174531503
0.276,224751.928486925,492277.0366517036,857438.7174531503
0.277,224751.928486925,492277.0366517036,857438.7174531503
0.278,224751.928486925,492277.0366517036,857438.7174531503
0.279,224751.928486925,492277.0366517036,857438.7174531503
0.28,224751.928486925,492277.0366517036,857438.7174531503
0.281,224751.928486925,492277.0366517036,857438.7174531503
0.28200000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.28300000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.28400000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.28500000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.28600000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.28700000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.28800000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.289,224751.928486925,492277.0366517036,857438.7174531503
0.29,224751.928486925,492277.0366517036,857438.7174531503
0.291,224751.928486925,492277.0366517036,857438.7174531503
0.292,224751.928486925,492277.0366517036,857438.7174531503
0.293,224751.928486925,492277.0366517036,857438.7174531503
0.294,224751.928486925,492277.0366517036,857438.7174531503
0.295,224751.928486925,492277.0366517036,857438.7174531503
0.296,224751.928486925,492277.0366517036,857438.7174531503
0.297,224751.928486925,492277.0366517036,857438.7174531503
0.298,224751.928486925,492277.0366517036,857438.7174531503
0.299,224751.928486925,492277.0366517036,857438.7174531503
0.3,224751.928486925,492277.0366517036,857438.7174531503
0.301,224751.928486925,492277.0366517036,857438.7174531503
0.302,224751.928486925,492277.0366517036,857438.7174531503
0.303,224751.928486925,492277.0366517036,857438.7174531503
0.304,224751.928486925,492277.0366517036,857438.7174531503
0.305,224751.928486925,492277.0366517036,857438.7174531503
0.306,224751.928486925,492277.0366517036,857438.7174531503
0.307,224751.928486925,492277.0366517036,857438.7174531503
0.308,224751.928486925,492277.0366517036,857438.7174531503
0.309,224751.928486925,492277.0366517036,857438.7174531503
0.31,224751.928486925,492277.0366517036,857438.7174531503
0.311,224751.928486925,492277.0366517036,857438.7174531503
0.312,224751.928486925,492277.0366517036,857438.7174531503
0.313,224751.928486925,492277.0366517036,857438.7174531503
0.314,224751.928486925,492277.0366517036,857438.7174531503
0.315,224751.928486925,492277.0366517036,857438.7174531503
0.316,224751.928486925,492277.0366517036,857438.7174531503
0.317,224751.928486925,492277.0366517036,857438.7174531503
0.318,224751.928486925,492277.0366517036,857438.7174531503
0.319,224751.928486925,492277.0366517036,857438.7174531503
0.32,224751.928486925,492277.0366517036,857438.7174531503
0.321,224751.928486925,492277.0366517036,857438.7174531503
0.322,224751.928486925,492277.0366517036,857438.7174531503
0.323,224751.928486925,492277.0366517036,857438.7174531503
0.324,224751.928486925,492277.0366517036,857438.7174531503
0.325,224751.928486925,492277.0366517036,857438.7174531503
0.326,224751.928486925,492277.0366517036,857438.7174531503
0.327,224751.928486925,492277.0366517036,857438.7174531503
0.328,224751.928486925,492277.0366517036,857438.7174531503
0.329,224751.928486925,492277.0366517036,857438.7174531503
0.33,224751.928486925,492277.0366517036,857438.7174531503
0.331,224751.928486925,492277.0366517036,857438.7174531503
0.332,224751.928486925,492277.0366517036,857438.7174531503
0.333,224751.928486925,492277.0366517036,857438.7174531503
0.334,224751.928486925,492277.0366517036,857438.7174531503
0.335,224751.928486925,492277.0366517036,857438.7174531503
0.336,224751.928486925,492277.0366517036,857438.7174531503
0.337,224751.928486925,492277.0366517036,857438.7174531503
0.338,224751.928486925,492277.0366517036,857438.7174531503
0.339,224751.928486925,492277.0366517036,857438.7174531503
0.34,224751.928486925,492277.0366517036,857438.7174531503
0.341,224751.928486925,492277.0366517036,857438.7174531503
0.342,224751.928486925,492277.0366517036,857438.7174531503
0.343,224751.928486925,492277.0366517036,857438.7174531503
0.34400000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.34500000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.34600000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.34700000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.34800000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.34900000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.35000000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.35100000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.352,224751.928486925,492277.0366517036,857438.7174531503
0.353,224751.928486925,492277.0366517036,857438.7174531503
0.354,224751.928486925,492277.0366517036,857438.7174531503
0.355,224751.928486925,492277.0366517036,857438.7174531503
0.356,224751.928486925,492277.0366517036,857438.7174531503
0.357,224751.928486925,492277.0366517036,857438.7174531503
0.358,224751.928486925,492277.0366517036,857438.7174531503
0.359,224751.928486925,492277.0366517036,857438.7174531503
0.36,224751.928486925,492277.0366517036,857438.7174531503
0.361,224751.928486925,492277.0366517036,857438.7174531503
0.362,224751.928486925,492277.0366517036,857438.7174531503
0.363,224751.928486925,492277.0366517036,857438.7174531503
0.364,224751.928486925,492277.0366517036,857438.7174531503
0.365,224751.928486925,492277.0366517036,857438.7174531503
0.366,224751.928486925,492277.0366517036,857438.7174531503
0.367,224751.928486925,492277.0366517036,857438.7174531503
0.368,224751.928486925,492277.0366517036,857438.7174531503
0.369,224751.928486925,492277.0366517036,857438.7174531503
0.37,224751.928486925,492277.0366517036,857438.7174531503
0.371,224751.928486925,492277.0366517036,857438.7174531503
0.372,224751.928486925,492277.0366517036,857438.7174531503
0.373,224751.928486925,492277.0366517036,857438.7174531503
0.374,224751.928486925,492277.0366517036,857438.7174531503
0.375,224751.928486925,492277.0366517036,857438.7174531503
0.376,224751.928486925,492277.0366517036,857438.7174531503
0.377,224751.928486925,492277.0366517036,857438.7174531503
0.378,224751.928486925,492277.0366517036,857438.7174531503
0.379,224751.928486925,492277.0366517036,857438.7174531503
0.38,224751.928486925,492277.0366517036,857438.7174531503
0.381,224751.928486925,492277.0366517036,857438.7174531503
0.382,224751.928486925,492277.0366517036,857438.7174531503
0.383,224751.928486925,492277.0366517036,857438.7174531503
0.384,224751.928486925,492277.0366517036,857438.7174531503
0.385,224751.928486925,492277.0366517036,857438.7174531503
0.386,224751.928486925,492277.0366517036,857438.7174531503
0.387,224751.928486925,492277.0366517036,857438.7174531503
0.388,224751.928486925,492277.0366517036,857438.7174531503
0.389,224751.928486925,492277.0366517036,857438.7174531503
0.39,224751.928486925,492277.0366517036,857438.7174531503
0.391,224751.928486925,492277.0366517036,857438.7174531503
0.392,224751.928486925,492277.0366517036,857438.7174531503
0.393,224751.928486925,492277.0366517036,857438.7174531503
0.394,224751.928486925,492277.0366517036,857438.7174531503
0.395,224751.928486925,492277.0366517036,857438.7174531503
0.396,224751.928486925,492277.0366517036,857438.7174531503
0.397,224751.928486925,492277.0366517036,857438.7174531503
0.398,224751.928486925,492277.0366517036,857438.7174531503
0.399,224751.928486925,492277.0366517036,857438.7174531503
0.4,224751.928486925,492277.0366517036,857438.7174531503
0.401,224751.928486925,492277.0366517036,857438.7174531503
0.402,224751.928486925,492277.0366517036,857438.7174531503
0.403,224751.928486925,492277.0366517036,857438.7174531503
0.404,224751.928486925,492277.0366517036,857438.7174531503
0.405,224751.928486925,492277.0366517036,857438.7174531503
0.406,224751.928486925,492277.0366517036,857438.7174531503
0.40700000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.40800000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.40900000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.41000000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.41100000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.41200000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.41300000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.41400000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.41500000000000004,224751.928486925,492277.0366517036,857438.7174531503
0.41600000000000004,224751.928486925,492277.0366517036,857438.7174531503
0.417,224751.928486925,492277.0366517036,857438.7174531503
0.418,224751.928486925,492277.0366517036,857438.7174531503
0.419,224751.928486925,492277.0366517036,857438.7174531503
0.42,224751.928486925,492277.0366517036,857438.7174531503
0.421,224751.928486925,492277.0366517036,857438.7174531503
0.422,224751.928486925,492277.0366517036,857438.7174531503
0.423,224751.928486925,492277.0366517036,857438.7174531503
0.424,224751.928486925,492277.0366517036,857438.7174531503
0.425,224751.928486925,492277.0366517036,857438.7174531503
0.426,224751.928486925,492277.0366517036,857438.7174531503
0.427,224751.928486925,492277.0366517036,857438.7174531503
0.428,224751.928486925,492277.0366517036,857438.7174531503
0.429,224751.928486925,492277.0366517036,857438.7174531503
0.43,224751.928486925,492277.0366517036,857438.7174531503
0.431,224751.928486925,492277.0366517036,857438.7174531503
0.432,224751.928486925,492277.0366517036,857438.7174531503
0.433,224751.928486925,492277.0366517036,857438.7174531503
0.434,224751.928486925,492277.0366517036,857438.7174531503
0.435,224751.928486925,492277.0366517036,857438.7174531503
0.436,224751.928486925,492277.0366517036,857438.7174531503
0.437,224751.928486925,492277.0366517036,857438.7174531503
0.438,224751.928486925,492277.0366517036,857438.7174531503
0.439,224751.928486925,492277.0366517036,857438.7174531503
0.44,224751.928486925,492277.0366517036,857438.7174531503
0.441,224751.928486925,492277.0366517036,857438.7174531503
0.442,224751.928486925,492277.0366517036,857438.7174531503
0.443,224751.928486925,492277.0366517036,857438.7174531503
0.444,224751.928486925,492277.0366517036,857438.7174531503
0.445,224751.928486925,492277.0366517036,857438.7174531503
0.446,224751.928486925,492277.0366517036,857438.7174531503
0.447,224751.928486925,492277.0366517036,857438.7174531503
0.448,224751.928486925,492277.0366517036,857438.7174531503
0.449,224751.928486925,492277.0366517036,857438.7174531503
0.45,224751.928486925,492277.0366517036,857438.7174531503
0.451,224751.928486925,492277.0366517036,857438.7174531503
0.452,224751.928486925,492277.0366517036,857438.7174531503
0.453,224751.928486925,492277.0366517036,857438.7174531503
0.454,224751.928486925,492277.0366517036,857438.7174531503
0.455,224751.928486925,492277.0366517036,857438.7174531503
0.456,224751.928486925,492277.0366517036,857438.7174531503
0.457,224751.928486925,492277.0366517036,857438.7174531503
0.458,224751.928486925,492277.0366517036,857438.7174531503
0.459,224751.928486925,492277.0366517036,857438.7174531503
0.46,224751.928486925,492277.0366517036,857438.7174531503
0.461,224751.928486925,492277.0366517036,857438.7174531503
0.462,224751.928486925,492277.0366517036,857438.7174531503
0.463,224751.928486925,492277.0366517036,857438.7174531503
0.464,224751.928486925,492277.0366517036,857438.7174531503
0.465,224751.928486925,492277.0366517036,857438.7174531503
0.466,224751.928486925,492277.0366517036,857438.7174531503
0.467,224751.928486925,492277.0366517036,857438.7174531503
0.468,224751.928486925,492277.0366517036,857438.7174531503
0.46900000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.47000000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.47100000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.47200000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.47300000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.47400000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.47500000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.47600000000000003,224751.928486925,492277.0366517036,857438.7174531503
0.47700000000000004,224751.928486925,492277.0366517036,857438.7174531503
0.47800000000000004,224751.928486925,492277.0366517036,857438.7174531503
0.47900000000000004,224751.928486925,492277.0366517036,857438.7174531503
0.48,224751.928486925,492277.0366517036,857438.7174531503
0.481,224751.928486925,492277.0366517036,857438.7174531503
0.482,224751.928486925,492277.0366517036,857438.7174531503
0.483,224751.928486925,492277.0366517036,857438.7174531503
0.484,224751.928486925,492277.0366517036,857438.7174531503
0.485,224751.928486925,492277.0366517036,857438.7174531503
0.486,224751.928486925,492277.0366517036,857438.7174531503
0.487,224751.928486925,492277.0366517036,857438.7174531503
0.488,224751.928486925,492277.0366517036,857438.7174531503
0.489,224751.928486925,492277.0366517036,857438.7174531503
0.49,224751.928486925,492277.0366517036,857438.7174531503
0.491,224751.928486925,492277.0366517036,857438.7174531503
0.492,224751.928486925,492277.0366517036,857438.7174531503
0.493,224751.928486925,492277.0366517036,857438.7174531503
